QueryID,BestEvalue,FASTA_Header,UniProt_ID,DrugBank_IDs
drugbank_target|Q6WRI0,1.81e-73,drugbank_target|Q6WRI0 Immunoglobulin superfamily member 10 (DB00114),Q6WRI0,DB00114
drugbank_target|Q6YP21,2.65e-129,drugbank_target|Q6YP21 Kynurenine--oxoglutarate transaminase 3 (DB00114),Q6YP21,DB00114
drugbank_target|Q6ZMR3,1.43e-90,drugbank_target|Q6ZMR3 L-lactate dehydrogenase A-like 6A (DB00157),Q6ZMR3,DB00157
drugbank_target|Q6ZN16,0,drugbank_target|Q6ZN16 Mitogen-activated protein kinase kinase kinase 15 (DB12010),Q6ZN16,DB12010
drugbank_target|Q6ZQN7,3.36e-109,drugbank_target|Q6ZQN7 Solute carrier organic anion transporter family member 4C1 (DB00390),Q6ZQN7,DB00390
drugbank_target|Q6ZQY3,5.65e-28,drugbank_target|Q6ZQY3 Acidic amino acid decarboxylase GADL1 (DB00114),Q6ZQY3,DB00114
drugbank_target|Q70Z44,1.17e-12,drugbank_target|Q70Z44 5-hydroxytryptamine receptor 3D (DB00246),Q70Z44,DB00246;DB00715;DB00898;DB01049;DB01239;DB11273;DB12141;DB13345
drugbank_target|Q71U36,0,drugbank_target|Q71U36 Tubulin alpha-1A chain (DB00518; DB00570; DB00643; DB11638; DB15534),Q71U36,DB00518;DB00570;DB00643;DB11638;DB15534
drugbank_target|Q72547,8.13e-11,drugbank_target|Q72547 Reverse transcriptase/RNaseH (DB00238; DB00300; DB00495; DB00625; DB00649; DB00705; DB00709; DB00879; DB00900; DB00943; DB01048; DB06414; DB08864; DB09299; DB11799; DB12301),Q72547,DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB06414;DB08864;DB09299;DB11799;DB12301
drugbank_target|Q72JJ3,1.35e-83,drugbank_target|Q72JJ3 Putative acyl-CoA dehydrogenase (DB03147),Q72JJ3,DB03147
drugbank_target|Q75N90,4.41e-34,drugbank_target|Q75N90 Fibrillin-3 (DB11093; DB11348; DB14481),Q75N90,DB11093;DB11348;DB14481
drugbank_target|Q76NM6,0,drugbank_target|Q76NM6 V-type proton ATPase catalytic subunit A (DB11638),Q76NM6,DB11638
drugbank_target|Q76NN7,4.66e-72,drugbank_target|Q76NN7 Peptidyl-prolyl cis-trans isomerase (DB11638),Q76NN7,DB11638
drugbank_target|Q79FX6,3.84e-31,drugbank_target|Q79FX6 Cyclopropane mycolic acid synthase MmaA2 (DB01718),Q79FX6,DB01718
drugbank_target|Q7K6A4,2.47e-131,drugbank_target|Q7K6A4 S-adenosylmethionine synthase (DB11638),Q7K6A4,DB11638
drugbank_target|Q7KQK0,1.32e-54,drugbank_target|Q7KQK0 cAMP-dependent protein kinase regulatory subunit (DB11638),Q7KQK0,DB11638
drugbank_target|Q7KQL5,0,drugbank_target|Q7KQL5 Tubulin beta chain (DB11638),Q7KQL5,DB11638
drugbank_target|Q7KQM4,3.15e-53,drugbank_target|Q7KQM4 Plasmepsin-1 (DB11638),Q7KQM4,DB11638
drugbank_target|Q7KZI7,6.92e-155,drugbank_target|Q7KZI7 Serine/threonine-protein kinase MARK2 (DB12010),Q7KZI7,DB12010
drugbank_target|Q7L0J3,8.71e-21,drugbank_target|Q7L0J3 Synaptic vesicle glycoprotein 2A (DB01202; DB05541),Q7L0J3,DB01202;DB05541
drugbank_target|Q7L266,1.21e-17,drugbank_target|Q7L266 Isoaspartyl peptidase/L-asparaginase (DB00128; DB00174),Q7L266,DB00128;DB00174
drugbank_target|Q7L5Y9,7.21e-75,drugbank_target|Q7L5Y9 E3 ubiquitin-protein transferase MAEA (DB05389),Q7L5Y9,DB05389
drugbank_target|Q7L7X3,6.22e-166,drugbank_target|Q7L7X3 Serine/threonine-protein kinase TAO1 (DB12010),Q7L7X3,DB12010
drugbank_target|Q7LG56,1.61e-175,drugbank_target|Q7LG56 Ribonucleoside-diphosphate reductase subunit M2 B (DB00242; DB00631),Q7LG56,DB00242;DB00631
drugbank_target|Q7RTT9,5.21e-18,drugbank_target|Q7RTT9 Equilibrative nucleoside transporter 4 (DB01104),Q7RTT9,DB01104
drugbank_target|Q7RTV2,2.36e-21,drugbank_target|Q7RTV2 Glutathione S-transferase A5 (DB00143),Q7RTV2,DB00143
drugbank_target|Q7SI98,4.32e-08,drugbank_target|Q7SI98 Beta-xylanase (DB04465),Q7SI98,DB04465
drugbank_target|Q7Z2W7,3.55e-79,drugbank_target|Q7Z2W7 Transient receptor potential cation channel subfamily M member 8 (DB00825; DB01744; DB09061; DB14123; DB14183; DB14187),Q7Z2W7,DB00825;DB01744;DB09061;DB14123;DB14183;DB14187
drugbank_target|Q7Z2Z2,1.17e-78,drugbank_target|Q7Z2Z2 Elongation factor-like GTPase 1 (DB03619),Q7Z2Z2,DB03619
drugbank_target|Q7Z3S7,9.91e-62,drugbank_target|Q7Z3S7 Voltage-dependent calcium channel subunit alpha-2/delta-4 (DB00153; DB00228; DB00622; DB00661; DB11148; DB13746),Q7Z3S7,DB00153;DB00228;DB00622;DB00661;DB11148;DB13746
drugbank_target|Q7Z460,3.54e-41,drugbank_target|Q7Z460 CLIP-associating protein 1 (DB12010),Q7Z460,DB12010
drugbank_target|Q7Z5B4,7.91e-05,drugbank_target|Q7Z5B4 Protein RIC-3 (DB00277),Q7Z5B4,DB00277
drugbank_target|Q7Z5Q5,1.29e-39,drugbank_target|Q7Z5Q5 DNA polymerase nu (DB12151),Q7Z5Q5,DB12151
drugbank_target|Q86DI9,1.49e-78,drugbank_target|Q86DI9 Sodium channel protein (DB13746),Q86DI9,DB13746
drugbank_target|Q86UE8,9.28e-136,drugbank_target|Q86UE8 Serine/threonine-protein kinase tousled-like 2 (DB12010),Q86UE8,DB12010
drugbank_target|Q86UW7,0,drugbank_target|Q86UW7 Calcium-dependent secretion activator 2 (DB11093; DB11348; DB14481),Q86UW7,DB11093;DB11348;DB14481
drugbank_target|Q86V67,4.62e-53,drugbank_target|Q86V67 Phosphodiesterase isozyme 4 (DB05676),Q86V67,DB05676
drugbank_target|Q86V86,1.65e-109,drugbank_target|Q86V86 Serine/threonine-protein kinase pim-3 (DB12010),Q86V86,DB12010
drugbank_target|Q86VB7,2.54e-10,drugbank_target|Q86VB7 Scavenger receptor cysteine-rich type 1 protein M130 (DB05389),Q86VB7,DB05389
drugbank_target|Q86XP1,6.48e-111,drugbank_target|Q86XP1 Diacylglycerol kinase eta (DB14001),Q86XP1,DB14001
drugbank_target|Q86YB8,8.73e-65,drugbank_target|Q86YB8 ERO1-like protein beta (DB03147),Q86YB8,DB03147
drugbank_target|Q86YV6,6.06e-86,drugbank_target|Q86YV6 Myosin light chain kinase family member 4 (DB12010),Q86YV6,DB12010
drugbank_target|Q89ZI2,9.35e-33,drugbank_target|Q89ZI2 O-GlcNAcase BT_4395 (DB00428),Q89ZI2,DB00428
drugbank_target|Q8I0V4,1.74e-176,"drugbank_target|Q8I0V4 Endoplasmin homolog, putative (DB11638)",Q8I0V4,DB11638
drugbank_target|Q8I0X2,1.05e-38,drugbank_target|Q8I0X2 Acyl-CoA synthetase (DB11638),Q8I0X2,DB11638
drugbank_target|Q8I3T9,1.51e-123,drugbank_target|Q8I3T9 60S ribosomal protein L2 (DB11638),Q8I3T9,DB11638
drugbank_target|Q8I3Z5,7.41e-12,drugbank_target|Q8I3Z5 Translationally-controlled tumor protein homolog (DB11638),Q8I3Z5,DB11638
drugbank_target|Q8I431,1.37e-114,drugbank_target|Q8I431 60S ribosomal protein L4 (DB11638),Q8I431,DB11638
drugbank_target|Q8I4W4,2.56e-14,"drugbank_target|Q8I4W4 Signal recognition particle receptor, beta subunit (DB11638)",Q8I4W4,DB11638
drugbank_target|Q8I5G6,1.74e-10,"drugbank_target|Q8I5G6 Isoleucine--tRNA ligase, putative (DB11638)",Q8I5G6,DB11638
drugbank_target|Q8I5H4,2.49e-56,drugbank_target|Q8I5H4 Polyadenylate-binding protein (DB11638),Q8I5H4,DB11638
drugbank_target|Q8I5Y3,4.51e-79,drugbank_target|Q8I5Y3 Eukaryotic translation initiation factor 3 subunit C (DB11638),Q8I5Y3,DB11638
drugbank_target|Q8IAW0,2.87e-114,drugbank_target|Q8IAW0 Importin subunit alpha (DB11638),Q8IAW0,DB11638
drugbank_target|Q8IB72,5.76e-10,"drugbank_target|Q8IB72 DnaJ protein, putative (DB11638)",Q8IB72,DB11638
drugbank_target|Q8IBI3,1.83e-81,drugbank_target|Q8IBI3 Proteasome subunit alpha type (DB11638),Q8IBI3,DB11638
drugbank_target|Q8IBN5,1.33e-103,"drugbank_target|Q8IBN5 40S ribosomal protein S5, putative (DB11638)",Q8IBN5,DB11638
drugbank_target|Q8IBS5,1.26e-51,drugbank_target|Q8IBS5 Calcium-dependent protein kinase 4 (DB11638),Q8IBS5,DB11638
drugbank_target|Q8IC05,0,drugbank_target|Q8IC05 Heat shock protein 90 (DB11638),Q8IC05,DB11638
drugbank_target|Q8ID50,2.21e-80,drugbank_target|Q8ID50 Ubiquitin-60S ribosomal protein L40 (DB11638),Q8ID50,DB11638
drugbank_target|Q8IDD3,8.54e-72,drugbank_target|Q8IDD3 Glutamate--tRNA ligase (DB11638),Q8IDD3,DB11638
drugbank_target|Q8IDH5,7.08e-18,"drugbank_target|Q8IDH5 Thioredoxin-related protein, putative (DB11638)",Q8IDH5,DB11638
drugbank_target|Q8IDI5,4e-10,"drugbank_target|Q8IDI5 60S ribosomal protein L17, putative (DB11638)",Q8IDI5,DB11638
drugbank_target|Q8IDP1,3.03e-27,drugbank_target|Q8IDP1 Ubiquitin-conjugating enzyme E2 (DB11638),Q8IDP1,DB11638
drugbank_target|Q8IDP8,1.19e-64,drugbank_target|Q8IDP8 Aspartate carbamoyltransferase (DB11638),Q8IDP8,DB11638
drugbank_target|Q8IDQ9,3.22e-49,drugbank_target|Q8IDQ9 Phosphoethanolamine N-methyltransferase (DB11638),Q8IDQ9,DB11638
drugbank_target|Q8IDV0,3.18e-24,"drugbank_target|Q8IDV0 Elongation factor 1-gamma, putative (DB11638)",Q8IDV0,DB11638
drugbank_target|Q8IE67,2.19e-92,drugbank_target|Q8IE67 Phosphoribosylpyrophosphate synthetase (DB11638),Q8IE67,DB11638
drugbank_target|Q8IE82,1.01e-28,drugbank_target|Q8IE82 60S ribosomal protein L23 (DB11638),Q8IE82,DB11638
drugbank_target|Q8IEM3,4.28e-10,"drugbank_target|Q8IEM3 60S ribosomal protein L24, putative (DB11638)",Q8IEM3,DB11638
drugbank_target|Q8IEN3,0,drugbank_target|Q8IEN3 Carbamoyl phosphate synthetase (DB11638),Q8IEN3,DB11638
drugbank_target|Q8IHS5,7.34e-15,drugbank_target|Q8IHS5 40S ribosomal protein S21 (DB11638),Q8IHS5,DB11638
drugbank_target|Q8II73,1.31e-61,drugbank_target|Q8II73 Spermidine synthase (DB11638),Q8II73,DB11638
drugbank_target|Q8IIA4,5.83e-179,drugbank_target|Q8IIA4 Threonine--tRNA ligase (DB11638),Q8IIA4,DB11638
drugbank_target|Q8III5,9.02e-56,"drugbank_target|Q8III5 Insulinase, putative (DB11638)",Q8III5,DB11638
drugbank_target|Q8IIJ9,3.74e-18,drugbank_target|Q8IIJ9 Dipeptidyl aminopeptidase 1 (DB11638),Q8IIJ9,DB11638
drugbank_target|Q8IIR9,6.75e-136,"drugbank_target|Q8IIR9 Casein kinase 2, alpha subunit (DB11638)",Q8IIR9,DB11638
drugbank_target|Q8IJ60,1.29e-74,drugbank_target|Q8IJ60 Methionine--tRNA ligase (DB11638),Q8IJ60,DB11638
drugbank_target|Q8IJA9,2.05e-08,drugbank_target|Q8IJA9 Adenosine deaminase (DB11638),Q8IJA9,DB11638
drugbank_target|Q8IJC6,2.23e-170,drugbank_target|Q8IJC6 60S ribosomal protein L3 (DB11638),Q8IJC6,DB11638
drugbank_target|Q8IJK8,5.79e-41,"drugbank_target|Q8IJK8 60S ribosomal protein L30e, putative (DB11638)",Q8IJK8,DB11638
drugbank_target|Q8IJN7,0,drugbank_target|Q8IJN7 Enolase (DB11638),Q8IJN7,DB11638
drugbank_target|Q8IJR6,1.05e-31,"drugbank_target|Q8IJR6 Autophagy-related protein 18, putative (DB11638)",Q8IJR6,DB11638
drugbank_target|Q8IJT2,3.12e-07,drugbank_target|Q8IJT2 Conserved Plasmodium membrane protein (DB11638),Q8IJT2,DB11638
drugbank_target|Q8IKF0,0,drugbank_target|Q8IKF0 Eukaryotic initiation factor 4A (DB11638),Q8IKF0,DB11638
drugbank_target|Q8IKH8,2.44e-88,drugbank_target|Q8IKH8 40S ribosomal protein S3 (DB11638),Q8IKH8,DB11638
drugbank_target|Q8IKK7,5.45e-120,drugbank_target|Q8IKK7 Glyceraldehyde-3-phosphate dehydrogenase (DB11638),Q8IKK7,DB11638
drugbank_target|Q8IKL4,2.96e-05,drugbank_target|Q8IKL4 Thioredoxin-like protein (DB11638),Q8IKL4,DB11638
drugbank_target|Q8IKM5,1.11e-26,drugbank_target|Q8IKM5 60S ribosomal protein L27 (DB11638),Q8IKM5,DB11638
drugbank_target|Q8IKW5,0,drugbank_target|Q8IKW5 Elongation factor 2 (DB11638),Q8IKW5,DB11638
drugbank_target|Q8IL80,3.37e-59,drugbank_target|Q8IL80 Thioredoxin peroxidase 1 (DB11638),Q8IL80,DB11638
drugbank_target|Q8IL88,7.12e-48,"drugbank_target|Q8IL88 HSP40, subfamily A, putative (DB11638)",Q8IL88,DB11638
drugbank_target|Q8ILE8,1.37e-16,"drugbank_target|Q8ILE8 60S ribosomal protein L14, putative (DB11638)",Q8ILE8,DB11638
drugbank_target|Q8ILF7,7.41e-11,drugbank_target|Q8ILF7 Glutamate dehydrogenase (DB11638),Q8ILF7,DB11638
drugbank_target|Q8ILK3,2.21e-34,drugbank_target|Q8ILK3 60S ribosomal protein L21 (DB11638),Q8ILK3,DB11638
drugbank_target|Q8ILQ7,1.63e-26,drugbank_target|Q8ILQ7 Glutathione S-transferase (DB00608),Q8ILQ7,DB00608
drugbank_target|Q8ILV2,1.18e-110,"drugbank_target|Q8ILV2 60S ribosomal protein L10, putative (DB11638)",Q8ILV2,DB11638
drugbank_target|Q8IM15,5.89e-36,drugbank_target|Q8IM15 HAP protein (DB11638),Q8IM15,DB11638
drugbank_target|Q8IM16,8.84e-50,drugbank_target|Q8IM16 Plasmepsin IV (DB11638),Q8IM16,DB11638
drugbank_target|Q8IU85,1.55e-115,drugbank_target|Q8IU85 Calcium/calmodulin-dependent protein kinase type 1D (DB12010),Q8IU85,DB12010
drugbank_target|Q8IUZ5,1.41e-146,drugbank_target|Q8IUZ5 5-phosphohydroxy-L-lysine phospho-lyase (DB00114),Q8IUZ5,DB00114
drugbank_target|Q8IVH8,1.34e-73,drugbank_target|Q8IVH8 Mitogen-activated protein kinase kinase kinase kinase 3 (DB12010),Q8IVH8,DB12010
drugbank_target|Q8IVL5,1.04e-23,drugbank_target|Q8IVL5 Prolyl 3-hydroxylase 2 (DB00126),Q8IVL5,DB00126
drugbank_target|Q8IVL6,4.13e-13,drugbank_target|Q8IVL6 Prolyl 3-hydroxylase 3 (DB00126),Q8IVL6,DB00126
drugbank_target|Q8IW41,9.87e-87,drugbank_target|Q8IW41 MAP kinase-activated protein kinase 5 (DB12010),Q8IW41,DB12010
drugbank_target|Q8IY84,4.64e-124,drugbank_target|Q8IY84 Serine/threonine-protein kinase NIM1 (DB12010),Q8IY84,DB12010
drugbank_target|Q8IYT8,1.02e-99,drugbank_target|Q8IYT8 Serine/threonine-protein kinase ULK2 (DB12010),Q8IYT8,DB12010
drugbank_target|Q8IZS8,1.92e-67,drugbank_target|Q8IZS8 Voltage-dependent calcium channel subunit alpha-2/delta-3 (DB00153; DB00228; DB00622; DB00661; DB11148; DB13746),Q8IZS8,DB00153;DB00228;DB00381;DB00622;DB00661;DB06712;DB11148;DB13746
drugbank_target|Q8N142,1.53e-165,drugbank_target|Q8N142 Adenylosuccinate synthetase isozyme 1 (DB00128),Q8N142,DB00128
drugbank_target|Q8N1C3,1.11e-71,drugbank_target|Q8N1C3 Gamma-aminobutyric acid receptor subunit gamma-1 (DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00909; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872),Q8N1C3,DB00186;DB00189;DB00228;DB00231;DB00237;DB00241;DB00252;DB00292;DB00306;DB00312;DB00334;DB00349;DB00363;DB00371;DB00402;DB00404;DB00475;DB00543;DB00555;DB00603;DB00628;DB00683;DB00690;DB00753;DB00794;DB00801;DB00818;DB00829;DB00842;DB00897;DB00898;DB00909;DB01028;DB01043;DB01068;DB01107;DB01159;DB01189;DB01205;DB01215;DB01236;DB01437;DB01544;DB01558;DB01559;DB01587;DB01588;DB01589;DB01595;DB01708;DB01956;DB05087;DB09118;DB11859;DB11901;DB12404;DB12537;DB13872;DB15490
drugbank_target|Q8N1G2,1.49e-130,drugbank_target|Q8N1G2 Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (DB00118),Q8N1G2,DB00118
drugbank_target|Q8N1Q1,1.34e-47,drugbank_target|Q8N1Q1 Carbonic anhydrase 13 (DB00562; DB00606),Q8N1Q1,DB00562;DB00606;DB00909
drugbank_target|Q8N4C8,7.49e-157,drugbank_target|Q8N4C8 Misshapen-like kinase 1 (DB12010),Q8N4C8,DB12010
drugbank_target|Q8N543,7.93e-47,drugbank_target|Q8N543 Prolyl 3-hydroxylase OGFOD1 (DB00126),Q8N543,DB00126
drugbank_target|Q8N568,6.63e-82,drugbank_target|Q8N568 Serine/threonine-protein kinase DCLK2 (DB12010),Q8N568,DB12010
drugbank_target|Q8N5S9,7.64e-137,drugbank_target|Q8N5S9 Calcium/calmodulin-dependent protein kinase kinase 1 (DB12010),Q8N5S9,DB12010
drugbank_target|Q8N5Z0,2.91e-10,"drugbank_target|Q8N5Z0 Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (DB00114; DB00142)",Q8N5Z0,DB00114;DB00142
drugbank_target|Q8N8R3,1.53e-82,drugbank_target|Q8N8R3 Mitochondrial basic amino acids transporter (DB00583),Q8N8R3,DB00583
drugbank_target|Q8N8Y2,9.8e-166,drugbank_target|Q8N8Y2 V-type proton ATPase subunit d 2 (DB01133),Q8N8Y2,DB01133
drugbank_target|Q8NCM2,0,drugbank_target|Q8NCM2 Voltage-gated delayed rectifier potassium channel KCNH5 (DB00228; DB01069; DB01110),Q8NCM2,DB00228;DB01069;DB01110
drugbank_target|Q8NER1,4.25e-25,drugbank_target|Q8NER1 Transient receptor potential cation channel subfamily V member 1 (DB00132; DB00159; DB00193; DB00316; DB01744; DB06774; DB09061; DB09120; DB11131),Q8NER1,DB00132;DB00159;DB00193;DB00316;DB01744;DB06774;DB09061;DB09120;DB11131
drugbank_target|Q8NET8,4.28e-26,drugbank_target|Q8NET8 Transient receptor potential cation channel subfamily V member 3 (DB00825; DB01744; DB09061; DB09086; DB14184),Q8NET8,DB00825;DB01744;DB09061;DB09086;DB14184
drugbank_target|Q8NEV4,7.89e-124,drugbank_target|Q8NEV4 Myosin-IIIa (DB12010),Q8NEV4,DB12010
drugbank_target|Q8NEY4,8.39e-129,drugbank_target|Q8NEY4 V-type proton ATPase subunit C 2 (DB01133),Q8NEY4,DB01133
drugbank_target|Q8NFD2,7.57e-61,drugbank_target|Q8NFD2 Ankyrin repeat and protein kinase domain-containing protein 1 (DB12010),Q8NFD2,DB12010
drugbank_target|Q8NG66,1.2e-45,drugbank_target|Q8NG66 Serine/threonine-protein kinase Nek11 (DB08912; DB12010),Q8NG66,DB08912;DB12010
drugbank_target|Q8NHE4,1.52e-25,drugbank_target|Q8NHE4 V-type proton ATPase subunit e 2 (DB01133),Q8NHE4,DB01133
drugbank_target|Q8NI60,8.46e-133,"drugbank_target|Q8NI60 Atypical kinase COQ8A, mitochondrial (DB12010)",Q8NI60,DB12010
drugbank_target|Q8TAE7,1.19e-48,drugbank_target|Q8TAE7 Voltage-gated potassium channel regulatory subunit KCNG3 (DB00228; DB01069; DB01110),Q8TAE7,DB00228;DB01069;DB01110
drugbank_target|Q8TBX8,4.3e-113,drugbank_target|Q8TBX8 Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma (DB12010),Q8TBX8,DB12010
drugbank_target|Q8TCC7,5.89e-57,drugbank_target|Q8TCC7 Organic anion transporter 3 (DB00345; DB00493; DB00693; DB01032; DB01053; DB01212; DB01241),Q8TCC7,DB00345;DB00493;DB00693;DB01032;DB01053;DB01212;DB01241
drugbank_target|Q8TCT9,9.72e-64,drugbank_target|Q8TCT9 Minor histocompatibility antigen H13 (DB00277),Q8TCT9,DB00277
drugbank_target|Q8TCU5,1.5e-82,"drugbank_target|Q8TCU5 Glutamate receptor ionotropic, NMDA 3A (DB00193; DB00289; DB00312; DB00333; DB00418; DB00647; DB00843; DB00874; DB01174; DB01708; DB04896; DB11823)",Q8TCU5,DB00142;DB00193;DB00228;DB00289;DB00312;DB00333;DB00392;DB00418;DB00514;DB00647;DB00659;DB00721;DB00843;DB00874;DB00898;DB00915;DB01043;DB01159;DB01173;DB01174;DB01221;DB01238;DB01708;DB04896;DB06151;DB09409;DB09481;DB11823;DB13146
drugbank_target|Q8TD08,5.62e-74,drugbank_target|Q8TD08 Mitogen-activated protein kinase 15 (DB01017),Q8TD08,DB00945;DB01017;DB12010
drugbank_target|Q8TD19,1.88e-73,drugbank_target|Q8TD19 Serine/threonine-protein kinase Nek9 (DB12010),Q8TD19,DB12010
drugbank_target|Q8TD30,0,drugbank_target|Q8TD30 Alanine aminotransferase 2 (DB00114; DB00142; DB00780),Q8TD30,DB00114;DB00142;DB00780
drugbank_target|Q8TD43,1.25e-79,drugbank_target|Q8TD43 Transient receptor potential cation channel subfamily M member 4 (DB01016),Q8TD43,DB01016
drugbank_target|Q8TDN1,5.65e-51,drugbank_target|Q8TDN1 Voltage-gated potassium channel regulatory subunit KCNG4 (DB00228; DB01069; DB01110),Q8TDN1,DB00228;DB01069;DB01110
drugbank_target|Q8TDN2,1.07e-53,drugbank_target|Q8TDN2 Potassium voltage-gated channel subfamily V member 2 (DB00228; DB01069; DB01110),Q8TDN2,DB00228;DB01069;DB01110
drugbank_target|Q8TDR2,1.02e-19,drugbank_target|Q8TDR2 Serine/threonine-protein kinase 35 (DB12010),Q8TDR2,DB12010
drugbank_target|Q8TDS4,2.5e-10,drugbank_target|Q8TDS4 Hydroxycarboxylic acid receptor 2 (DB00257; DB00627; DB08949),Q8TDS4,DB00257;DB00627;DB08949
drugbank_target|Q8TE23,5.02e-26,drugbank_target|Q8TE23 Taste receptor type 1 member 2 (DB02772),Q8TE23,DB02772
drugbank_target|Q8TED1,1.98e-35,drugbank_target|Q8TED1 Probable glutathione peroxidase 8 (DB00143; DB03310; DB09096),Q8TED1,DB00143;DB03310;DB09096
drugbank_target|Q8TET4,0,drugbank_target|Q8TET4 Neutral alpha-glucosidase C (DB00491),Q8TET4,DB00491
drugbank_target|Q8WU08,1.77e-78,drugbank_target|Q8WU08 Serine/threonine-protein kinase 32A (DB12010),Q8WU08,DB12010
drugbank_target|Q8WUI4,2.11e-141,drugbank_target|Q8WUI4 Histone deacetylase 7 (DB00313; DB01262; DB02546; DB05015; DB06176; DB06603; DB06819; DB12645),Q8WUI4,DB00313;DB01262;DB02546;DB05015;DB06176;DB06603;DB06819;DB12645
drugbank_target|Q8WW43,3.24e-12,drugbank_target|Q8WW43 Gamma-secretase subunit APH-1B (DB12005),Q8WW43,DB12005
drugbank_target|Q8WWQ8,1.28e-15,drugbank_target|Q8WWQ8 Stabilin-2 (DB08818),Q8WWQ8,DB08818
drugbank_target|Q8WXA8,5.09e-36,drugbank_target|Q8WXA8 5-hydroxytryptamine receptor 3C (DB00246),Q8WXA8,DB00246;DB00715;DB00898;DB01049;DB01239;DB11273;DB12141;DB13345
drugbank_target|Q8WY07,1.16e-124,drugbank_target|Q8WY07 Cationic amino acid transporter 3 (DB00123; DB13146),Q8WY07,DB00123;DB13146
drugbank_target|Q8WYK2,6.48e-08,drugbank_target|Q8WYK2 Jun dimerization protein 2 (DB00852),Q8WYK2,DB00852
drugbank_target|Q8XB74,8.19e-06,drugbank_target|Q8XB74 Sulfoxide reductase catalytic subunit YedY (DB03904),Q8XB74,DB03904
drugbank_target|Q91CQ6,4.59e-79,drugbank_target|Q91CQ6 DNA polymerase (DB03312; DB13421),Q91CQ6,DB03312;DB13421
drugbank_target|Q92506,3.28e-81,drugbank_target|Q92506 (3R)-3-hydroxyacyl-CoA dehydrogenase (DB00157),Q92506,DB00157
drugbank_target|Q92523,0,"drugbank_target|Q92523 Carnitine O-palmitoyltransferase 1, muscle isoform (DB00583; DB01074)",Q92523,DB00583;DB01074
drugbank_target|Q92542,1.09e-43,drugbank_target|Q92542 Nicastrin (DB12005),Q92542,DB12005
drugbank_target|Q92570,1.22e-43,drugbank_target|Q92570 Nuclear receptor subfamily 4 group A member 3 (DB01254),Q92570,DB01254
drugbank_target|Q92731,4.05e-30,drugbank_target|Q92731 Estrogen receptor beta (DB00421),Q92731,DB00255;DB00286;DB00396;DB00421;DB00481;DB00655;DB00675;DB00783;DB01108;DB01196;DB01428;DB01708;DB04573;DB04574;DB04813;DB06202;DB06249;DB06401;DB09086;DB09535;DB11219;DB12235;DB13952;DB13953;DB13954;DB13955;DB13956;DB15690
drugbank_target|Q92736,0,drugbank_target|Q92736 Ryanodine receptor 2 (DB01195; DB09085),Q92736,DB01195;DB09085
drugbank_target|Q92769,0,drugbank_target|Q92769 Histone deacetylase 2 (DB00313; DB01262; DB02546; DB05015; DB06176; DB06603; DB06819; DB12645),Q92769,DB00175;DB00227;DB00277;DB00313;DB00641;DB01076;DB01095;DB01223;DB01262;DB01303;DB02546;DB05015;DB06176;DB06603;DB06819;DB09091;DB12645
drugbank_target|Q92772,6.15e-68,drugbank_target|Q92772 Cyclin-dependent kinase-like 2 (DB12010),Q92772,DB12010
drugbank_target|Q92781,8.85e-69,drugbank_target|Q92781 Retinol dehydrogenase 5 (DB00157; DB00162),Q92781,DB00157;DB00162
drugbank_target|Q92806,1.22e-59,drugbank_target|Q92806 G protein-activated inward rectifier potassium channel 3 (DB00898; DB11633),Q92806,DB00898;DB11633
drugbank_target|Q92911,4.33e-23,drugbank_target|Q92911 Sodium/iodide cotransporter (DB05382; DB09418),Q92911,DB05382;DB09418
drugbank_target|Q92918,1.48e-103,drugbank_target|Q92918 Mitogen-activated protein kinase kinase kinase kinase 1 (DB12010),Q92918,DB12010
drugbank_target|Q92945,2.54e-82,drugbank_target|Q92945 Far upstream element-binding protein 2 (DB11638),Q92945,DB11638
drugbank_target|Q92947,1.46e-120,"drugbank_target|Q92947 Glutaryl-CoA dehydrogenase, mitochondrial (DB03147)",Q92947,DB03147
drugbank_target|Q92952,4.13e-133,drugbank_target|Q92952 Small conductance calcium-activated potassium channel protein 1 (DB00721; DB00867; DB01054; DB01110; DB09089),Q92952,DB00721;DB00867;DB01054;DB01110;DB04209;DB09089
drugbank_target|Q92953,2.93e-71,drugbank_target|Q92953 Potassium voltage-gated channel subfamily B member 2 (DB00228; DB01069; DB01110),Q92953,DB00228;DB01069;DB01110;DB06637
drugbank_target|Q93050,0,drugbank_target|Q93050 V-type proton ATPase 116 kDa subunit a 1 (DB01133),Q93050,DB01133
drugbank_target|Q93088,9.27e-07,drugbank_target|Q93088 Betaine--homocysteine S-methyltransferase 1 (DB00134; DB06756),Q93088,DB00134;DB06756
drugbank_target|Q94655,5.26e-84,drugbank_target|Q94655 Glutathione reductase (DB03147),Q94655,DB03147
